passage,question,number,unit,yesno,,spans,query_id,review,review_date,comment
"我們現在有好幾種筆可以使用：表現中國書法的特點，用毛筆；適應現代光面的紙張，用鋼筆；為了可以隨時擦掉修改，用鉛筆；攜帶方便而又書寫流利的，是原子筆。
中國人使用毛筆，有長久的歷史，毛筆是中國古代的一項重要發明。一管在手，揮灑自如，寫出來的線條，變化豐富，歷代書法家各有各的特色，美不勝收。到了近代，鋼筆、鉛筆、原子筆，先後從西方輸入，我們的書寫工具，是愈來愈簡便了。鋼筆、鉛筆和原子筆，各有它的特點。鋼筆的筆尖用金屬製成，彈性大，硬度高，筆畫轉折方便，而且一次注水，可以連寫很多字。鉛筆的一端是筆尖，把另一端加上橡皮，可以在寫錯字時，便於擦去修改。原子筆用細小的鋼珠代替筆尖，更是滑潤而流利。
毛筆、鋼筆、鉛筆、原子筆，儘管效率不同，但可並行不悖。用毛筆來排除鋼筆、鉛筆、原子筆，當然是不可能的事情；如果說鋼筆、鉛筆、原子筆，能完全代替毛筆，也不可能。因為書法是中國特有的藝術，要想完成這種藝術品，必須使用毛筆；只要書法不廢，毛筆就會存在。
毛筆最受人批評的地方，是使用不便。不過，「不便」的東西未必就會消滅。例如：在家裏聽唱片多麼方便，買票入場聽音樂演奏多麼麻煩，然而唱片能夠完全代替音樂會嗎？每天炒菜多麼麻煩，開罐頭有多簡單，無而罐頭食品能夠完全代替烹飪嗎？這兩個問題的答案都是「不能」。炒菜、聽音樂會，固然比較麻煩，可是它們有它們的優點，所以仍然會受到人們的重視。毛筆也是如此。
簡便的書寫工具，能提高效率，節省時間；但也會助長潦草，增加訛誤。倘若過分貪圖便利，不注意筆畫和字體結構，忽視基本訓練，那就失去了「便利」的意義。更進一步看：我們無論使用那一種筆，寫出來的文字內容，都可能有好有壞。好的文字內容，對社會提供優美的精神食糧，是一種貢獻；壞的文字內容，對社會散布邪惡的無形病菌，是一種罪惡。因此，每一個執筆人，都應該對他寫出來的文字内容負責，以充分發揮筆的功用。",文中提到哪些筆?,,,,,"毛筆,鋼筆,鉛筆,原子筆",1030-1,,,
,文中提到原子筆的優點有哪些?,,,,,"攜帶方便,書寫流利",1030-2,,,
,文中提到哪些事情比較麻煩但還是有優點?,,,,,"炒菜,聽音樂會",1030-3,,,
,文中提到簡便的書寫工具有哪些優點?,,,,,"提高效率,節省時間",1030-4,,,
"漢武帝為了打敗匈奴，想聯合西域的外族。西域有個國家叫月氏，常常受到匈奴的荼毒，一直想向匈奴報復；漢武帝知道了，立刻傳旨，叫張騫去聯絡月氏，準備合力攻擊匈奴。
張騫家住陝西成固，從小智勇雙全，有遠大的抱負。他起初做武帝的郎官，盡心負責，受到大家注目。武帝派他去聯絡月氏，他一口答應，不辭危險艱苦。
武帝建元三年，張騫帶了部下一百多人上路。嚮導是個胡人，名叫甘父。他們才走到中途，就被匈奴俘擄。一拘留就是十幾年，部下死的死，變節的變節，但是張騫始終保持漢符，給部屬無限鼓舞。後來，匈奴防範漸疏，他們終於乘隙逃出，若有神助。
一路上風塵僕僕，到了月氏，這時候，月氏王卻改變了意圖——不想再向匈奴報復。張騫失望而歸，回國途中，又被匈奴捉住。這次關了一年多，乘敵人內訌，又幸運的逃出。安抵國門的，只有張騫和甘父。
武帝元狩四年，張騫第二次帶著部屬，到西域聯絡烏孫國，來夾擊跋扈的匈奴。雖然仍舊沒有達到目的，但是，他們所到之處，中國的絲綢和漆、玉、銅這些器物，陸續的傳給了西域外族；西域的葡萄、音樂和美術，也輾轉輸入了中土。中西的文化交流，從此，打開了門戶，奠定了基礎。",文中提到哪些人名?,,,,,"漢武帝,張騫,甘父",1031-1,,,
,文中提到哪些國家或朝代? ,,,,,"漢,月氏,匈奴,烏孫國",1031-2,,,
,張騫第二次西域中國陸續的傳給了西域外族哪些東西?,,,,,"絲綢,漆,玉,銅",1031-3,,,
,張騫第二次西域西域傳給中國哪些東西?,,,,,"葡萄,音樂,美術",1031-4,,,
"金龍伯是一位老船員。他從小跟隨父親到美國加州的舊金山去謀生。他的父親雖然住在國外，心中想念的卻是祖國。有一次，他得到一面青天白日滿地紅的國旗，常常拿出來給金龍伯看，叫金龍伯不要忘記自己的祖國和老家。父親去世的時候，在朋友們的安排下，那面國旗成為父親的陪葬。
金龍伯長大以後，成為船員，在一家美國輪船公司服務了三十年。他做事認真負責，得到美國船長的信任。退休的那天，美國船長因為敬重這位忠誠的中國船員，表示要送他一件紀念品。國際的慣例，輪船進入一個國家的港口，就要掛上那個國家的國旗，所以船上各國的國旗很多，包括中華民國的國旗在內。金龍伯想起父親，也想起自己的祖國，因此，他向船長要的紀念品，就是一面中華民國的國旗。
他退休以後，住在舊金山中國城的一間小房子裡。他像他的父親一樣，特別珍惜那面國旗，特地把它掛在客廳的牆上。朋友們來了，大家在一起喝茶談天。他就會告訴他們這面國旗的故事，以及父親生前常說的一句話：「不要忘記你是中國人。」
他有三個兒子，也都是船員。老大在荷蘭的輪船公司服務，老二在法國的輪船公司服務，老三在英國的輪船公司服務。三兄弟到過世界各國的許多大商埠，逛過世界各國的許多名勝古蹟，日子久了，對祖國的印象也淡了。當公司的輪船到舊金山裝貨的日子，每個兒子都會上岸去向金龍伯請安。金龍伯總會叫他們看看國旗，跟他們談老家的事，叫他們不要忘記自己是中國人。
一年夏天，他病了。大兒子來看他，他就對大兒子說：「你們都有了固定的職業，而且也都已經成家，我的人生責任算是盡到了。我的一生過得很愉快，沒有什麼遺憾。我走了以後，我的遺產，我的後事，都有你們的翁叔叔料理。你們放心好了。」他說的翁叔叔，是一位可靠的律師。
那年秋天，金龍伯去世了。翁律師通知三兄弟到舊金山來為父親安排葬禮，並且按金龍伯的意思，把遺產交代清楚。然後，他捧出一個精美的雕花木盒，對三兄弟說：「這是你們的父親鄭重交代給我的一個木盒，要你們三兄弟共同保管。」
翁律師當著三兄弟的面，把寶盒打開，盒子裡放的是摺得好好的一面青天白日滿地紅的國旗。",文中提到哪些國家? ,,,,,"中華民國,美國,荷蘭,英國",1032-1,,,
,文中提到哪些職業? ,,,,,"船員,律師",1032-2,,,
"春秋時代，齊國和楚國都是有名的大國。有一次，齊王派晏子出使到楚國去。楚王聽說晏子智慧高、口才好，但身材非常矮小，於是仗著自己國勢強盛，存心想羞辱他，以顯顯楚國的威風。
晏子來到楚國，楚王下令把城門關上，另外在旁邊開了一個小門。晏子走到小門前看了看，若無其事的對接待的人說：「這是狗洞，不是城門。只有出使狗國，才從狗洞進去。我在這兒等一會兒，請你們先去問個明白，楚國到底是個什麼樣的國家？」楚王聽了，只好下令打開城門，把晏子迎接進去。
晏子拜見楚王，楚王打量了他一下，冷冷的說：「貴國難道沒有人了嗎？」晏子說：「光是敝國京城的人，大家舉起袖子，就可以使天都暗下來，大家揮一揮汗，就像下一陣雨，怎麼說沒有人呢？」楚王緊接著問：「既然有那麼多人，為什麼派你這樣的人來呢？」晏子一副很為難的樣子說：「大王，不瞞您說，敝國有個規矩：訪問上等的國家，就派上等的人去；訪問下等的國家，就派下等的人去。像我這樣的人，派到貴國來，是最合適不過的了。」楚王聽了，只好笑一笑。
第二天，楚王安排盛大的宴會招待晏子。正當大家吃得高興的時候，有兩個士兵押著一個犯人從堂下走過來。楚王見了，故意問道：「下面的犯人是哪裡人？犯的是什麼罪？」士兵恭敬的回答：「是齊國人，犯了強盜罪。」楚王搖了搖頭，對晏子感嘆的說：「想不到你們齊國人竟然善於做強盜！」楚國的大臣聽了都哈哈大笑。只見晏子面不改色，站起來說：「大王，您可知道在橘樹種在淮水以南，結出來的是又香又甜的橘子；可是移種到淮水以北，就只能結出又小又苦的枳。這完全是土壤和氣候不同的關係呀！同樣的道理，我們齊國人本來是規規矩矩、安分守法的，可是一到楚國，就做起強盜來。我看，這是受了楚國風俗的影響吧！」
楚王聽了趕緊賠不是說：「我原本想取笑先生，沒想到反倒被先生取笑了。」於是立刻改變態度，以禮相待。",文中提到哪些國家? ,,,,,"齊國,楚國",1033-1,,,
,文中提到哪些水果名稱? ,,,,,"橘,枳",1033-2,,,
"上星期小阿姨來信，約我們一家人今天到宜蘭福山植物園去玩。我們高興得不得了，因為我們又可以和好久不見的小阿姨相聚了。更何況，要參觀福山植物園，可不是說去就去那麼簡單的事。平時要進入園區，得在十五天以前提出申請，拿到「入園證」才能進入參觀。
我們終於來到了這有人間仙境之稱的福山植物園。進入園區，順著小徑走了不遠，一潭清水展現在眼前，水面漂著像睡蓮一樣的植物，小阿姨說：「它是臺灣特有的萍蓬草，開起嬌柔的小黃花來才美呢！」湖邊的樹，有的將枝幹伸向水面，微風吹過，枝葉輕拂，波光閃閃。遠處游來幾對鴛鴦，悠然自得，水紋隨著牠們的身體靜靜的分開，又慢慢的合了起來，牠們鮮麗的羽毛，為這染翠的山水增添幾許顏色，也帶來生命的喜悅。
我們坐在湖邊的涼亭裡，看著翠綠的山，澄澈的湖，這時風靜、樹靜、水靜，只偶爾傳來一聲宛轉悅耳的鳥鳴，剎那間，我覺得自己就是那天邊的一朵雲，就是那水邊的一棵小小的樹，自由自在，心中充滿幸福和快樂。
再往前行，是面積廣大的原生植物展示區，高大的樹木挺拔的生長著。纏繞著它，迎向陽光的是各種藤本植物。山中多霧，一片片地衣綠化了樹下的土地，一朵朵野菇像一把把小傘，附生在大樹根上。各種蕨類，更依附著樹木吸取雨露和養分。這林蔭深處真是蘊藏著無盡的生機，自然界好像在告訴我們，生存本來就是寬大包容，相依相附的呀！
園內還種植了許多花木，因為現在正是初冬，看不到花朵的容顏，小阿姨說，當春天來臨時，淡紅的烏來杜鵑、雪白的油桐、粉紅的西施花全都開了，那時的植物園，就成了萬紫千紅的錦繡世界。
下午四點，我們依依不捨踏上歸途，山中的霧正慢慢湧起，山路蜿蜒曲折，漸行漸遠，回頭尋覓，福山植物園已在雲深不知處了。",文中提到哪些季節?,,,,,"冬,春",1034-1,,,
,文中提到哪些花?,,,,,"睡蓮,杜鵑,油桐,西施花",1034-2,,,
"學校為了迎接創校一百週年，舉辦了各項慶祝活動,從十一月初起，文化走廊上，貼滿了各式各樣的海報。布告欄上，也張貼了各項慶祝活動的公告和通知。
公告
主旨：為慶祝本校百週年校慶，訂於十二月一日上午十時起，舉辦各項慶祝活動，敬請全校師生踴躍參加。
說明:一、活動項目及內容：
項目　資格　時間　地點　承辦單位
吾愛吾校詩歌朗誦　五、六年級　十二月一日　禮堂　教務處
畫我美麗校園　全校學生　十二月二日　校園　教務處　
校樹選拔　全校師生及家長　十二月七日　各投票所　訓導處

二、除校樹選拔項目外，參加其他兩項活動的人員請於即日起至十一月二十日止，向各承辦單位辦理報名。

「畫我美麗校園」活動的當天，因天候不佳，學校緊急通知活動延期。
緊急通知
原訂今天下午一點三十分，在校園舉辦的「畫我美麗校園」活動，因雨順延改至明天同一時間舉行，特此通知。
教務處　十二月二日
百週年校慶的各項活動中，以「校樹選拔」達到最高潮，經全校師生、家長、畢業校友，在十二月七日那天投票，選出了本校的校樹。選拔結果公布在布告欄上。

公告
主旨:公告「校樹選拔」活動的投票統計結果。
樹名　得票數　排名　當選別　
老榕樹　一五六四　一　ｖ
老樟樹　一二三O　二　
大王椰子　一O二O　三　總投票數:　三八一四
訓導處　十二月八日

公告和通知，是一個單位或團體用來傳達訊息的文件，其寫法、功能，與一般文章不相同，基本上都包含有三個部分：一、文件名稱:例如「公告」、「通知」或「緊急通知」等。二、正文：就是公告或通知的內容，主要包括了在什麼時間、什麼地點、做什麼事及公告的對象、注意事項等。
三、發文的機關、單位和時間。
公告和通知,兩者的差別在於：公告比較正式，有主旨，告知的對象一般來說是單位全體；通知沒有公告那麼正式，可以不必有主旨那項。告知的對象一般是少部分的人或特定的人。現在,你了解公告和通知了嗎?",文中提到哪些樹?,,,,,"老榕樹,老樟樹,大王椰子",1035-1,,,
"北宋時代，四川有一位才子蘇東坡，他是一位有名的文學家，也是一位出色的書法家。他從小就聰明過人，很喜歡讀書，也是個精力充沛的活潑孩子。在家鄉美麗的田野間，他快樂的奔跑遊戲，呼吸草木泥土的芬芳，汲取山川風露的靈氣。
十二歲的時候，他和小朋友在空地上遊戲，挖到了一塊奇形怪狀的石頭，他如獲至寶，興高采烈的捧去給父親看。東坡的父親並沒有怪他弄得髒兮兮的一身泥巴，反而仔細端詳這塊石頭，一本正經的笑著說：「孩子啊！你運氣真好，這可是一塊上好的硯石啊！我們找人打磨一下，你可以用來練書法呢！」
經過打磨以後，這塊石頭看起來像條魚的形狀，全身是淺淺的碧綠色，上面點綴著細小的銀色紋路，磨起墨來，墨色潤澤，經久不乾，果然是一塊好硯，東坡高興極了。爸爸說：「這塊硯臺簡直是上天賜給你，要你好好練書法的。你知道古代大書法家王羲之、懷素他們是怎麼練字的嗎？」
「東晉的王羲之是公認的『書聖』，他的屋子旁邊有一個清澈的小水池，王羲之天天練完字，就在池子裡洗筆、洗硯臺，久而久之，連池子裡的水都被染得黑沉沉的了，人稱『墨池』。唐朝的懷素最擅長寫草書了，為了練字，不知道寫禿了多少枝毛筆，堆起來像座小山一樣，被稱作『筆塚』。你看，字要寫得好，得要勤奮苦練，寫出『墨池』、『筆塚』才行啊！你現在有了這塊天賜的硯石，可要好好珍惜，用功練字啊！」
從此，這個硯臺就放在東坡的書桌上，東坡給它取名為「天石硯」，他始終沒有忘記父親的教訓，天天用它苦練書法。後來他不但在文學藝術上有了出類拔萃的成就，而且成了著名的書法家。",文中提到哪些朝代?,,,,,"北宋,東晉",1036-1,,,
,文中提到哪些人名?,,,,,"蘇東坡,王羲之,懷素",1036-2,,,
"孩子，是父母生命的延續，父母為了孩子，甘願起早睡晚，辛勤工作，讓孩子衣食無缺，平安成長。大多數的父母更知道，教育也是很重要的。三字經上說：「養不教，父之過。」父母除了用愛養育孩子以外，也用智慧教育孩子；父母的智慧，如同一盞明燈，照亮了孩子的生命。
孟母三遷是大家熟知的故事，孟母為了尋找適合孟子的成長環境，不辭辛勞的再三搬家。孟母雖然自己不會教孟子認字讀書，但是她一直細心觀察孩子的發展，注意環境對孩子的影響，並且積極的採取行動。這就是孟母的智慧。
唐朝有一位李夫人，丈夫早死，辛辛苦苦的養育三個兒子。有一天，他們在所住的破屋子地底下，挖到了一箱錢，三個兒子都高興極了，母親卻命他們把錢埋回原處，並且向上天祝禱：「如果上天有眼，賜我們母子這些錢財，請把它變成兒子日後的俸祿吧！」後來三個兒子都做了大官。難道真的上天有眼，聽了母親的祝禱嗎？不是的，是母親那種拒絕非分之財，拒絕「不勞而獲」的堅定信念，激勵了兒子，讓兒子發憤圖強，終能有所成就。這是李夫人的智慧。
宋朝的司馬光寫信給兒子，教導孩子要節儉，他說：「由儉入奢易，由奢入儉難。」這句話的意思，是說由節儉的生活方式變成奢侈很容易，要由奢侈的生活方式節儉下來就難了。其實司馬光貴為宰相，可以錦衣玉食，還教孩子要節儉，不是太多餘了嗎？這正是司馬光深謀遠慮的地方，因為他不可能永遠做宰相，永遠讓家人過著富足的生活，現在教導孩子不要奢侈，正是怕孩子將來過苦日子啊！這是司馬光的智慧。
我們歌頌父母的偉大，不只因為父母操心勞累，養育孩子，也因為他們教導孩子做人處事的原則，為孩子尋求適合發展的環境。他們的智慧，是孩子終生的寶藏，讓孩子受用無窮；他們的苦心至愛，是孩子應該永遠感念的啊！",文中提到哪些朝代?,,,,,"唐朝,宋朝",1037-1,,,
"上星期，老師告訴我們，今天第一節課要做猜謎遊戲。一大早，我們就把寫好的謎語貼在教室裡，等著大家來猜。上課時，老師提示我們：「謎語是中國的傳統文化，有字謎、有物謎、也有猜人名的。猜的時候要先仔細想一想謎語的內容，比如說猜字謎，就要從文字結構來分析；又比如猜物謎，就得注意這件事物的特色了。所以一會兒說謎底的時候，別忘了跟大家說一說你為什麼這樣猜。」接著老師就宣布猜謎遊戲開始。
苗天福第一個搶著舉手說：「我先猜，『池裡不見水，地上沒有泥。』是不是冬天的游泳池？」提供題目的艾志雄說：「對不起，猜錯了，這一題是猜『字』，不是猜『物』啊！」于佩佩笑咪咪的緊接著問：「這是一個『也』字吧！因為『池』裡沒有『水』，『地』上沒有『土』，不都是只剩下一個『也』字了嗎？」艾志雄高興的說：「猜對了！佩服！佩服！」張玉珊跟著舉手，說：「『七十二小時』的謎底是不是『晶』字？因為七十二小時正好是三日，我猜的對不對？」提供題目的周偉趕快說：「了不起！了不起！你一猜就猜對了。」
丁小芹說：「這裡的一則謎語有趣！『根在水中央，身材細又長，皮膚白又嫩，好吃又營養。』我猜一定是豆芽。」苗天福好奇的問：「你怎麼猜到的？」丁小芹得意的說：「豆芽有根，可是不長在土裡，它的身體又白又細又長，你忘了嗎？我們以前做過『豆子發芽』的實驗啊！」苗天福抓抓頭，眨眨眼，做了個鬼臉說：「你真是能溫故知新啊！」大家看到他的表情都笑了。
接著有人猜了地名、人名、成語等謎語，有的人對，有的人錯，整個教室裡笑聲不斷，熱鬧極了。快下課的時候，老師說：「我也說一個動物謎語給大家猜，下次上課再告訴老師謎底。」老師說的謎語是這樣的：一朵芙蓉頭上戴，戰衣不用剪刀裁。雖然不是英雄漢，唱得千門萬戶開。看來，我們都得好好用心猜一猜了。",文中提到哪些人名?,,,,,"苗天福,艾志雄,張玉珊,丁小芹,",1038-1,,,
"星期六的晚上，我們一家人輕輕鬆鬆坐在客廳，享受週末的歡樂時光。電視裡正播出和鄉土風情有關的節目，主持人在介紹臺灣民間過年時，各種「粿」的製作方法和用途，我們都看得津津有味。
爸爸忽然說：「我小時候念過一首閩南歌謠：甜粿過年，發粿發財。包仔包金，菜頭粿吃點心。以前每次念到這首歌謠，就好像聞到了『粿』的香味兒，心中忍不住的盼著新年快些來到。」
媽媽說：「我小時候也學過一首北方歌謠，它的內容把過年前的熱鬧都說出來了，我念給你們聽聽看：
老婆老婆你別饞，過了臘八就是年。臘八粥，喝幾天，漓漓拉拉二十三。二十三，糖瓜黏。二十四，掃房日。二十五，炸豆腐。二十六，燉羊肉。二十七，殺公雞。二十八，把麵發。二十九，蒸饅頭。三十兒晚上熬一宿，大年初一出來扭一扭。」
媽媽念得又流利又好聽，我和姊姊都拉著媽媽的手說：「教我們念，教我們念。」姊姊更好奇的問，「二十三，糖瓜黏，黏什麼東西呀？」媽媽笑了，說：「黏灶王爺的嘴，讓他上天不能張嘴告狀呀！」
奶奶也笑了，她說：「聽你念得真有趣，其實臘月二十四，我們客家人也是全家大掃除，而且要請灶王爺吃湯圓，讓他嘴甜甜的，上天去說好話。還有啊，大年初七，客家的婦女一定到寺廟去拜神祈福，並且有吃七種菜的習俗，據說吃了之後，這一年會更健康，更聰明，更懂得勤儉過日子呢。」
聽了奶奶和爸爸、媽媽的話，我和姊姊都覺得這些古老的習俗，不只是有趣，而且非常有意義呢。",文中提到哪些粿?,,,,,"甜粿,發粿,菜頭粿",1039-1,,,
,文中提到哪些動物?,,,,,"雞,羊",1039-2,,,
"從臺北坐飛機去澎湖，航行時間是四十五分鐘。在飛機上，小真對我說：「姑姑，澎湖是一個孤零零的海島嗎？」我說：「澎湖是一個群島，除了澎湖本島以外，大小島嶼有六十幾個。其中有人居住的，只有二十個左右。」小真很認真的說：「原來是這樣。」
我們這個旅行團，一共有三十六個人，幾乎都是大學裡的同學，大家的計畫是利用兩天的時間，到澎湖做重點旅遊。我特意替小真報了名，心中也有個小計畫，就是讓小真有機會認識澎湖，因為她的外婆是澎湖人。
飛機在澎湖機場降落，我們坐遊覽車進入馬公市區，沿途看到綠野上盛開著橘黃色的野生菊花。我趕緊告訴小真：「天人菊！這是澎湖縣的縣花，代表澎湖人不畏艱苦的精神。」小真說：「回家的時候，我一定要帶幾朵去送給外婆。」
我們住進旅社，我在販賣部買了一包帶殼花生，給小真嘗嘗。她剝了幾顆吃了，點頭說：「這兒的花生好肥大，又香又脆，真好吃！」吃中飯的時候，小真第一次吃到丁香魚、澎湖龍蝦、絲瓜炒蛋，飯後還吃了幾片香甜多汁的澎湖哈密瓜。我問這一頓飯的味道怎麼樣。她在我耳邊說：「真的很好吃！」
旅行團按照原訂計畫，看了五個景點：
天后宮——有三百多年的歷史，梁柱雕刻很細緻，是臺灣地區有名的古老廟宇之一。
通梁古榕——是澎湖有名的古樹，綠蔭遮蔽的一片土地，有兩個籃球場那麼大。
跨海大橋——它跨過水流很急的深海，是遠東最大的一座深海大橋。白色的橋身，跟藍色的海水相輝映，非常美麗。
西臺古堡——是清代建造的大炮臺。炮臺裡的隧道，由大塊的石頭造成，工程非常浩大。
桶盤嶼——形狀像倒扣的桶盤，島的三面有柱狀的玄武岩環抱，是大自然的奇觀。
在返回臺北的飛機上，我問小真：「你還滿意嗎？」小真說：「雖然只有短短的兩天，我已經愛上這個地方了。」她對我笑一笑，又說：「記得嗎？我說過要帶天人菊回去送給外婆。」我問她：「帶了嗎？」她拍拍掛在胸前的照相機說：「在這裡！」",文中提到哪些縣市?,,,,,"澎湖,臺北",1040-1,,,
,文中提到哪些景點?,,,,,"天后宮,通梁古榕,跨海大橋,西臺古堡,桶盤嶼",1040-2,,,
,文中提到哪些海鮮?,,,,,"丁香魚,澎湖龍蝦",1040-3,,,
"熱愛野生動物的英國女子珍‧古德，在二十六歲時來到了非洲，開始對黑猩猩的行為進行長期的觀察。
她一進叢林，便染患了瘧疾，飽受折磨。但是她最擔心的，還是黑猩猩們始終不肯讓她接近。大病初癒的珍，決定要獨自行動，好讓黑猩猩們了解她友善的態度。她爬上高高的山壁找明顯的位置，在山頂上坐了一整天，終於得到了黑猩猩的信任，展開近距離的觀察活動。她每天五點半起床，便上山工作，直到天黑才回營地，整理當日的觀察紀錄，至夜深才休息。珍為每一隻黑猩猩命名，把牠們當作自己的朋友，還親眼目睹黑猩猩們繁衍三代。她投注了大量的精力與時間，只為完成理想而奮鬥。
珍的研究成果深具意義。例如，她發現猩猩竟然會製造釣白蟻的工具。牠們用細樹枝伸進白蟻窩中，等到樹枝末端沾滿白蟻時，再把樹枝抽出來，放進自己的嘴巴裡，享受可口的白蟻大餐。人類學家一直以為，只有人類才會製造工具，珍的觀察結果證明這種理論並不正確。還有一次，一隻小猩猩的母親不幸病死，結果牠被另一隻善良的黑猩猩給收養了呢！除此之外，黑猩猩面對聲勢壯大的瀑布，或是雷聲隆隆的暴風雨時，也會舞動手腳，像是在表達內心的敬畏。這和我們老祖宗的祭神歌舞，不是很類似嗎？
如今珍已不再從事野外觀察，轉而全力投入拯救黑猩猩的工作。因為她深刻體會到黑猩猩和人一樣，渴望被愛，渴望受尊重，希望我們人類能了解牠們的感受，珍惜牠們，愛護牠們，還給牠們良好的生活環境，這是她現在努力奮鬥的目標。
靠著過人的恆心與毅力，珍不但拓展了人類的知識領域，也教導我們，要以更為人道的精神來對待動物",文中提到哪些動物?,,,,,"黑猩猩,白蟻",1041-1,,,
"定居美國的華裔大提琴家馬友友，音樂的天分極高，四歲就開始練習巴哈的曲子。他非常用功，每天練習曲子至少四、五個小時，即使現在已經舉世聞名了，也不間斷。
他真是個音樂天才，不論演奏什麼曲子，古典的也好，現代的也好，他都能融入自己的想法，用靈動的指尖，深情的拉出最美妙的樂音來。他說過：「拉琴時，一定要覺得樂器好像是你身體的一部分，琴弦就是你的聲音，大提琴就是你的肺。」他從來沒有忘記追求人琴合一的境界，其實那已經不是單純的彈奏音符，而是創造感情和音樂結合的世界。
草螟仔弄雞公這首具有草根性和生命力的臺灣鄉間歌謠，在馬友友的指尖和琴弓下，那活潑有力、激越跳動的旋律，彷彿蚱蜢和公雞鬥弄時，東奔西跳，把公雞逗得團團轉的情境，活生生的展現在眼前。
舒伯特的名曲鱒魚，是描寫魚兒洄游出生地的過程。馬友友運用大提琴溫柔的唱和，襯托鋼琴和小提琴時而高低起伏，時而輕靈滑溜的樂音，表現了魚兒洄游中曼妙的身姿，偶爾奮躍而起的情景，可稱唯妙唯肖。
「哎呀不得了，事情真糟糕，我的火雞呀，跑到哪兒去了……」這是描寫西部移民的美國民謠綠樹紅花。馬友友演奏這首曲子時，特別把握住那輕快短促、歡樂洋溢的節奏，刻畫出那些男男女女，勾著手臂，腳穿高筒靴，圍著圓圈，歡樂的跳著方塊舞的西部移民，揮灑著他們無窮精力的情境。
這些跳躍的音符、美妙的音樂，正是馬友友心靈真誠的創造，所展現出讓人風靡的大提琴丰采。",文中提到哪些人名?,,,,,"馬友友,舒伯特",1042-1,,,
,文中提到哪些動物?,,,,,"雞,蚱蜢,魚",1042-2,,,
"鐘是用青銅合金所鑄造的樂器。一般的編鐘，將大小不同的幾口鐘排列在一起，組成音階，演奏起來，十分悅耳動聽。
戰國時代，南方有一個小國，叫做曾國。曾侯乙在位的時候，為了展現國力，決定鑄造一套前所未有的大編鐘，好讓各國另眼相看。於是他下令廣招工匠，積極鑄造。幾年過去，終於完成了一套六十四口的大編鐘，這也是我們至今所知最大的一套編鐘。
這套編鐘太壯觀了！六十四口鐘，分作三層，掛在描龍刻鳳的鐘架上，幾乎要占兩個牆面。六個身佩寶劍的青銅武士，雙手向上，牢牢拖住沉重的鐘架。最大的鐘有半個人高，小的只有巴掌大小，鐘的表面刻上了細緻的花紋，也標記了音高。更令人驚奇的是，每一口鐘的正面和側面都可以敲擊出兩個不同的音高，形成了美妙的和音，這種鑄鐘技術太驚人了。
我們可以想像這套編鐘演奏的情形：幾個樂工一起合作，負責中、上層的樂工拿著小槌，雙手如飛的敲擊出響亮清澈的中、高音；負責下層的樂工握住沉重的木棍，緩緩的撞擊出震撼人心的巨大低音。高低音交織在一起，在高大的殿堂裡迴盪不絕。動人的旋律，配合著歌者的宛轉長歌，舞者的翩翩起舞，這樣編鐘樂舞的華麗場面，一定會讓在座的人讚嘆不已，也讓曾侯心花怒放，得意無比。
編鐘鑄成後不久，曾侯乙就過世了，這套精心鑄造的編鐘也就成為他的陪葬品，從此塵封在深深的墓室裡。直到近年，考古學家挖出了曾侯乙墓，才終於重見天日。兩千四百年來，這套編鐘長眠地下，一旦出土，它精密的鑄造技術和繁複的音階，震驚了現代人。曾侯已逝，曾國早亡，只有這套編鐘，是中國古文明的鮮活見證。如今它那悠揚雄壯的鐘聲，依舊一聲聲，向我們傾訴著中國古文明的神奇。",文中提到哪些國家? ,,,,,"中國,曾國",1043-1,,,
